-179.5000, 0.5000, 2.008598, 0.082089, 0.137304, 1.514682, 0.391580, 0.091677
-178.5000, 0.5000, 2.008480, 0.084826, 0.137248, 1.514536, 0.393401, 0.086722
-177.5000, 0.5000, 2.008283, 0.087586, 0.137139, 1.514311, 0.395135, 0.081739
-176.5000, 0.5000, 2.008007, 0.090369, 0.136978, 1.514007, 0.396783, 0.076732
-175.5000, 0.5000, 2.007652, 0.093174, 0.136763, 1.513624, 0.398345, 0.071704
-174.5000, 0.5000, 2.007216, 0.095999, 0.136496, 1.513160, 0.399820, 0.066657
-173.5000, 0.5000, 2.006700, 0.098845, 0.136175, 1.512616, 0.401209, 0.061596
-172.5000, 0.5000, 2.006101, 0.101711, 0.135802, 1.511989, 0.402510, 0.056523
-171.5000, 0.5000, 2.005419, 0.104596, 0.135376, 1.511278, 0.403725, 0.051443
-170.5000, 0.5000, 2.004653, 0.107500, 0.134898, 1.510483, 0.404854, 0.046359
-169.5000, 0.5000, 2.003799, 0.110422, 0.134366, 1.509602, 0.405896, 0.041275
-168.5000, 0.5000, 2.002857, 0.113362, 0.133782, 1.508633, 0.406852, 0.036196
-167.5000, 0.5000, 2.001826, 0.116320, 0.133145, 1.507573, 0.407722, 0.031128
-166.5000, 0.5000, 2.000701, 0.119294, 0.132456, 1.506422, 0.408506, 0.026078
-165.5000, 0.5000, 1.999482, 0.122286, 0.131714, 1.505176, 0.409206, 0.021059
-164.5000, 0.5000, 1.998165, 0.125294, 0.130920, 1.503833, 0.409820, 0.016091
-163.5000, 0.5000, 1.996747, 0.128318, 0.130074, 1.502390, 0.410351, 0.011227
-162.5000, 0.5000, 1.995226, 0.131359, 0.129175, 1.500844, 0.410798, 0.006661
-161.5000, 0.5000, 1.993597, 0.134417, 0.128224, 1.499191, 0.411163, 0.003640
-160.5000, 0.5000, 1.991857, 0.137490, 0.127221, 1.497429, 0.411446, 0.005647
-159.5000, 0.5000, 1.990002, 0.140580, 0.126166, 1.495554, 0.411648, 0.009967
-158.5000, 0.5000, 1.988027, 0.143687, 0.125058, 1.493561, 0.411769, 0.014646
-157.5000, 0.5000, 1.985928, 0.146811, 0.123899, 1.491445, 0.411812, 0.019394
-156.5000, 0.5000, 1.983700, 0.149952, 0.122689, 1.489203, 0.411777, 0.024141
-155.5000, 0.5000, 1.981337, 0.153110, 0.121426, 1.486828, 0.411665, 0.028860
-154.5000, 0.5000, 1.978832, 0.156286, 0.120111, 1.484316, 0.411478, 0.033535
-153.5000, 0.5000, 1.976181, 0.159481, 0.118745, 1.481661, 0.411217, 0.038159
-152.5000, 0.5000, 1.973375, 0.162696, 0.117327, 1.478855, 0.410884, 0.042723
-151.5000, 0.5000, 1.970407, 0.165931, 0.115857, 1.475893, 0.410480, 0.047219
-150.5000, 0.5000, 1.967270, 0.169187, 0.114336, 1.472768, 0.410007, 0.051642
-149.5000, 0.5000, 1.963954, 0.172466, 0.112763, 1.469471, 0.409467, 0.055984
-148.5000, 0.5000, 1.960451, 0.175768, 0.111138, 1.465994, 0.408862, 0.060240
-147.5000, 0.5000, 1.956751, 0.179095, 0.109462, 1.462328, 0.408195, 0.064402
