-179.5000, 0.5000, 1.088304, 0.820593, 0.026315, 1161.079956, 0.709467, 0.112946
-178.5000, 0.5000, 1.088348, 0.820621, 0.024777, 1157.056030, 0.705478, 0.114286
-177.5000, 0.5000, 1.088288, 0.820702, 0.024413, 1153.020020, 0.701590, 0.115558
-176.5000, 0.5000, 1.088114, 0.820846, 0.025266, 1148.971924, 0.697811, 0.116756
-175.5000, 0.5000, 1.087831, 0.821047, 0.027217, 1144.911743, 0.694148, 0.117878
-174.5000, 0.5000, 1.087437, 0.821312, 0.030049, 1140.839844, 0.690610, 0.118924
-173.5000, 0.5000, 1.086929, 0.821637, 0.033533, 1136.755615, 0.687205, 0.119892
-172.5000, 0.5000, 1.086310, 0.822026, 0.037478, 1132.659424, 0.683939, 0.120785
-171.5000, 0.5000, 1.085573, 0.822477, 0.041752, 1128.551514, 0.680821, 0.121605
-170.5000, 0.5000, 1.084724, 0.822992, 0.046251, 1124.431763, 0.677859, 0.122355
-169.5000, 0.5000, 1.083756, 0.823579, 0.050914, 1120.300049, 0.675060, 0.123041
-168.5000, 0.5000, 1.082666, 0.824237, 0.055688, 1116.156616, 0.672432, 0.123667
-167.5000, 0.5000, 1.081456, 0.824972, 0.060544, 1112.001709, 0.669982, 0.124240
-166.5000, 0.5000, 1.080123, 0.825785, 0.065453, 1107.835449, 0.667718, 0.124768
-165.5000, 0.5000, 1.078670, 0.826673, 0.070397, 1103.657837, 0.665648, 0.125259
-164.5000, 0.5000, 1.077085, 0.827653, 0.075366, 1099.469238, 0.663779, 0.125721
-163.5000, 0.5000, 1.075371, 0.828724, 0.080344, 1095.270142, 0.662119, 0.126166
-162.5000, 0.5000, 1.073519, 0.829890, 0.085325, 1091.060669, 0.660675, 0.126602
-161.5000, 0.5000, 1.071535, 0.831147, 0.090297, 1086.841431, 0.659453, 0.127040
-160.5000, 0.5000, 1.069407, 0.832515, 0.095259, 1082.612915, 0.658461, 0.127493
-159.5000, 0.5000, 1.067134, 0.834001, 0.100207, 1078.375732, 0.657706, 0.127971
-158.5000, 0.5000, 1.064717, 0.835598, 0.105133, 1074.130249, 0.657194, 0.128486
-157.5000, 0.5000, 1.062149, 0.837319, 0.110031, 1069.877930, 0.656931, 0.129050
-156.5000, 0.5000, 1.059418, 0.839180, 0.114901, 1065.619141, 0.656924, 0.129675
-155.5000, 0.5000, 1.056532, 0.841170, 0.119738, 1061.354980, 0.657179, 0.130371
-154.5000, 0.5000, 1.053473, 0.843319, 0.124541, 1057.087158, 0.657699, 0.131149
-153.5000, 0.5000, 1.050249, 0.845618, 0.129303, 1052.816284, 0.658492, 0.132019
-152.5000, 0.5000, 1.046849, 0.848084, 0.134024, 1048.544189, 0.659560, 0.132990
-151.5000, 0.5000, 1.043257, 0.850735, 0.138706, 1044.272949, 0.660907, 0.134069
-150.5000, 0.5000, 1.039482, 0.853573, 0.143340, 1040.003784, 0.662537, 0.135263
-149.5000, 0.5000, 1.035509, 0.856612, 0.147924, 1035.739136, 0.664452, 0.136575
-148.5000, 0.5000, 1.031329, 0.859869, 0.152460, 1031.481201, 0.666653, 0.138009
-147.5000, 0.5000, 1.026940, 0.863353, 0.156946, 1027.232666, 0.669142, 0.139566
-146.5000, 0.5000, 1.022326, 0.867083, 0.161369, 1022.996399, 0.671917, 0.141244
-145.5000, 0.5000, 1.017492, 0.871074, 0.165739, 1018.775391, 0.674976, 0.143041
-144.5000, 0.5000, 1.012421, 0.875336, 0.170051, 1014.573242, 0.678318, 0.144949
-143.5000, 0.5000, 1.007101, 0.879905, 0.174304, 1010.393433, 0.681937, 0.146963
-142.5000, 0.5000, 1.001523, 0.884786, 0.178487, 1006.240845, 0.685827, 0.149072
-141.5000, 0.5000, 0.995681, 0.890005, 0.182613, 1002.119385, 0.689980, 0.151263
-140.5000, 0.5000, 0.989563, 0.895587, 0.186667, 998.034302, 0.694386, 0.153523
-139.5000, 0.5000, 0.983157, 0.901556, 0.190653, 993.990967, 0.699033, 0.155837
-138.5000, 0.5000, 0.976453, 0.907938, 0.194570, 989.995605, 0.703906, 0.158185
-137.5000, 0.5000, 0.969430, 0.914769, 0.198412, 986.054443, 0.708988, 0.160550
-136.5000, 0.5000, 0.962088, 0.922073, 0.202177, 982.174438, 0.714258, 0.162911
-135.5000, 0.5000, 0.954409, 0.929892, 0.205872, 978.363525, 0.719692, 0.165245
-134.5000, 0.5000, 0.946366, 0.938265, 0.209484, 974.629761, 0.725264, 0.167530
-133.5000, 0.5000, 0.937964, 0.947226, 0.213010, 970.982178, 0.730943, 0.169743
-132.5000, 0.5000, 0.929178, 0.956826, 0.216455, 967.430054, 0.736693, 0.171861
-131.5000, 0.5000, 0.919992, 0.967117, 0.219815, 963.984436, 0.742475, 0.173862
-130.5000, 0.5000, 0.910390, 0.978150, 0.223087, 960.656006, 0.748244, 0.175722
-129.5000, 0.5000, 0.900359, 0.989985, 0.226269, 957.456848, 0.753953, 0.177423
-128.5000, 0.5000, 0.889875, 1.002689, 0.229358, 954.399902, 0.759545, 0.178945
-127.5000, 0.5000, 0.878924, 1.016339, 0.232351, 951.498413, 0.764961, 0.180276
-126.5000, 0.5000, 0.867483, 1.031020, 0.235243, 948.767578, 0.770137, 0.181403
-125.5000, 0.5000, 0.855546, 1.046808, 0.238038, 946.222290, 0.774998, 0.182323
-124.5000, 0.5000, 0.843074, 1.063820, 0.240728, 943.879395, 0.779469, 0.183039
-123.5000, 0.5000, 0.830064, 1.082158, 0.243310, 941.755737, 0.783466, 0.183562
-122.5000, 0.5000, 0.816483, 1.101956, 0.245784, 939.869995, 0.786898, 0.183915
-121.5000, 0.5000, 0.802323, 1.123350, 0.248143, 938.240723, 0.789671, 0.184134
-120.5000, 0.5000, 0.787562, 1.146500, 0.250381, 936.887939, 0.791684, 0.184269
-119.5000, 0.5000, 0.799331, 1.147669, 0.245436, 978.345459, 0.795239, 0.184610
-118.5000, 0.5000, 0.827477, 1.135720, 0.236231, 1048.915649, 0.799457, 0.185269
-117.5000, 0.5000, 0.856084, 1.124508, 0.226933, 1124.367432, 0.802975, 0.186125
-116.5000, 0.5000, 0.884954, 1.114002, 0.217546, 1204.472778, 0.805823, 0.187145
-115.5000, 0.5000, 0.913806, 1.104218, 0.208072, 1288.779419, 0.808030, 0.188302
-114.5000, 0.5000, 0.942322, 1.095138, 0.198512, 1376.559204, 0.809624, 0.189565
-113.5000, 0.5000, 0.970103, 1.086752, 0.188875, 1466.759399, 0.810638, 0.190910
-112.5000, 0.5000, 0.996682, 1.079066, 0.179160, 1557.966797, 0.811103, 0.192312
